play name	written	print	number of stages	len_stages_words	len_speeches_words	total_number_of_verbs	verbs set	number of unique verbs	stages_to_speeches_ratio	verb_diversity(uniqueverbs/totalverbs)	verbs_share_in_stages	av_stage_length	stages_to_all_text_ratio
Волки и овцы	1875	1875	438	4340	42331	345	отворачиваться,свистать,осматривать,диктовать,грозить,говорить,брать,погружаться,жать,полагать,обнимать,кланяться,одевать,выпивать,распечатывать,писать,придвигать,отдергивать,пить,подумать,хотеть,качать,становиться,сгибаться,вздыхать,увидать,считать,идти,бросаться,браться,звонить,класть,давать,нести,отворять,глядеть,возвращаться,отдавать,осматриваться,сажать,хвататься,развертывать,взять,затворять,вытягивать,отодвигаться,приподниматься,выходить,смеяться,высовываться,разрывать,плакать,заглядывать,склонять,раскланиваться,покачать,подходить,посвистывать,нюхать,накинуть,поцеловаться,опускаться,целовать,вести,подавать,вынимать,показываться,сосчитывать,вечереть,прислушиваться,вскрикивать,наливать,пожимать,вбегать,обижаться,хохотать,вставать,обессилевать,садиться,стучать,ударять,зевать,щелкать,махнуть,смотреть,застегнуть,склоняться,взглядывать,подымать,читать,понюхать,стоять,слушать,уходить,входить,рассматривать,надевать,снимать,растворять,прятать,убегать,	101	0.102525336042144	0.292753623188406	0.079493087557604	9.90867579908676	0.092991365087528
Шутники	1864	not specified in tei	263	2423	23708	245	отворачиваться,шататься,играть,хватать,говорить,молиться,обхватывать,обнимать,кланяться,выпивать,поглядывать,писать,протягивать,переглядываться,переставать,хотеть,становиться,удерживать,обращаться,идти,бросаться,прыгать,класть,завертывать,скрываться,отталкивать,отворять,кидаться,схватываться,возвращаться,причесывать,отдавать,топать,хвататься,развертывать,взять,ронять,выходить,смеяться,гладить,одеваться,плакать,заглядывать,сидеть,слезать,раскланиваться,подходить,торговать,сопротивляться,целовать,подавать,вынимать,разглядывать,прислушиваться,молчать,вбегать,улыбаться,выпадать,растериваться,вертеть,хохотать,вставать,конфузиться,отряхивать,останавливаться,подождать,кричать,садиться,целоваться,ударять,сходить,махнуть,петь,шептать,смотреть,переходить,выглядывать,падать,подвигаться,вырывать,делать,подымать,взглядывать,читать,стоять,слушать,отходить,приходить,уходить,входить,рассматривать,помолчать,снимать,начинать,прийти,прятать,убегать,видеть,	98	0.102201788425848	0.4	0.101114321089558	9.21292775665399	0.092725115762887
Недоросль	1781	1783	344	2964	29238	197	помогать,осматривать,крестить,грозить,тосковать,брать,замахиваться,доходить,упасть,сказывать,обнимать,отмахивать,распечатывать,писать,протягивать,бегать,подвигать,порываться,быть,вычислять,вырываться,вглядываться,запинаться,узнавать,примести,вскакивать,огорчать,становиться,увидеть,смеючиться,вздыхать,всплескивать,идти,бросаться,испугаться,мочь,держаться,иметь,заслонить,давать,отталкивать,глядеть,откланиваться,очинивать,взять,затворять,разнимать,вкопать,обертываться,удерживаться,задумываться,выходить,подбегать,смеяться,посмотреть,мигнуть,появляться,подходить,задрожать,очнуться,целовать,подавать,останавливать,продолжать,держать,вынимать,оглядываться,ловить,вбегать,оправлять,вскричать,работать,усмехаться,выбегать,вставать,соединять,уцепляться,перевертываться,кивнуть,кричать,садиться,ударять,заплакать,обробеть,остервениться,манить,схватывать,махнуть,смотреть,шептать,идучивать,взглядывать,вырывать,читать,стоять,отходить,позвать,насмехаться,озлобиться,входить,прощаться,дрожать,начинать,выпялить,поклониться,бежать,оправляться,запыхаться,убегать,видеть,	110	0.101374923045352	0.558375634517766	0.066464237516869	8.61627906976744	0.092043972424073
Доходное место	1856	1856	426	3521	35138	360	отворачиваться,шататься,играть,хватать,грозить,стлать,приседать,брать,кивать,привставать,жать,раздеваться,откупоривать,чокаться,рыдать,кланяться,повертываться,распечатывать,подниматься,протягивать,дуть,пить,доставать,подумать,хотеть,качать,поправляться,становиться,вздыхать,опираться,увидать,считать,идти,звонить,сделать,отворять,важничать,глядеть,хлопать,возвращаться,отдавать,топать,хвататься,стирать,прижиматься,успокаиваться,одушевляться,оборачиваться,приподниматься,раскладывать,выходить,смеяться,задумываться,подбегать,плакать,сидеть,подходить,нюхать,разгорячаться,опускаться,целовать,подавать,продолжать,вынимать,держать,оглядываться,вскрикивать,наливать,чертить,допивать,растериваться,хохотать,нагибаться,вставать,закинуть,останавливаться,расстраивать,кричать,садиться,целоваться,плясать,причесываться,отвертываться,махнуть,петь,смотреть,шептать,взглядывать,просматривать,делать,замолкать,обращать,читать,представлять,стоять,отходить,уходить,надуваться,входить,рассматривать,надевать,дрожать,помолчать,начинать,прятать,передразнивать,	106	0.100204906369173	0.294444444444444	0.102243680772508	8.26525821596244	0.091078403476551
Фомушка – бабушкин внучек	1785	1790	153	1896	19147	166	двоить,идти,цаловаться,зевать,плакать,звать,встречаться,закрываться,сидеть,говорить,подходить,нюхать,брать,просыпаться,рассмеяться,погасить,зачинать,тереть,поблагодарить,подавать,останавливать,ходить,давать,закалывать,глядеть,закалываться,слышать,потягиваться,отворяться,обнимать,кланяться,лежать,оглядываться,делать,вынимать,выхватить,читать,представлять,дарить,слушать,засмеяться,иттить,уходить,кидать,входить,хотеть,цаловать,вставать,воротиться,заставлять,оборачиваться,видать,отвечать,мешаться,открываться,становиться,поправлять,увидеть,вздыхать,засвечать,садиться,толкать,задумываться,выходить,оканчивать,бить,слыхать,встревожить,подбегать,видеть,	70	0.099023345693842	0.421686746987952	0.087552742616034	12.3921568627451	0.090101221308749
Гроза	1859	1860	297	2748	27952	256	отворачиваться,прятаться,гулять,закрываться,свистать,играть,прилегать,осматривать,хватать,всходить,брать,шутить,приклоняться,пойти,рыдать,потягиваться,обнимать,кланяться,стоить,подумать,разрушаться,хотеть,переставать,качать,вскакивать,становиться,вздыхать,прогуливаться,увидать,обращаться,идти,бросаться,класть,собираться,высматривать,отталкивать,нести,кидаться,глядеть,слышать,возвращаться,хвататься,прижиматься,взять,оборачиваться,потуплять,ласкать,задумываться,смеяться,выходить,подбегать,посмотреть,плакать,сидеть,раскланиваться,покачать,подходить,зажмуриваться,опускаться,целовать,подавать,продолжать,держать,показываться,оглядываться,прислушиваться,вскрикивать,вбегать,улыбаться,растериваться,сконфузиться,вставать,дергать,останавливаться,притаиться,топнуть,садиться,целоваться,стучать,манить,сердиться,сходить,зевать,освобождаться,махнуть,петь,смотреть,запевать,выглядывать,падать,потупляться,взглядывать,делать,подымать,обращать,стоять,отходить,растопыривать,уходить,входить,снимать,помолчать,начинать,бежать,прятать,плевать,убегать,видеть,передразнивать,	109	0.098311390955925	0.42578125	0.09315866084425	9.25252525252525	0.089511400651466
Смерть Иоанна Грозного	1866	1866	334	3228	33110	331	отворачиваться,отступать,оставаться,шататься,преклонять,разбегаться,хватать,осматривать,начинаться,говорить,брать,являться,сымать,вздрагивать,размещаться,стараться,умирать,рыдать,обнимать,кланяться,одевать,писать,закладывать,пить,подвигать,подталкивать,хотеть,подыматься,драться,благословлять,становиться,опираться,мять,надзирать,обращаться,идти,обниматься,выступать,голосить,бросаться,волноваться,класть,вырезываться,коситься,ходить,отворять,столпляться,глядеть,отворяться,возвращаться,расставлять,вспыхивать,окружать,топать,окидывать,развертывать,взять,ронять,наполнять,заслоняться,отодвигаться,выходить,смеяться,задумываться,сидеть,подходить,опускаться,целовать,подавать,продолжать,показываться,вынимать,разглядывать,вечереть,ставить,молчать,наливать,вбегать,озираться,валить,подхватывать,нагибаться,вставать,дергать,останавливаться,прикладываться,удаляться,изнурять,кричать,садиться,поддерживать,стучать,ударять,схватывать,спорить,петь,продолжаться,велеть,просить,смотреть,шептать,усиливаться,падать,вырывать,делать,обращать,подымать,просматривать,читать,стоять,откладывать,отходить,щупать,уходить,пощупать,входить,мерить,надевать,рассматривать,помолчать,начинать,поклониться,смущаться,бежать,запыхаться,отклонять,	126	0.097493204469949	0.380664652567976	0.102540272614622	9.66467065868264	0.088832627002037
Игроки	1842	1842	177	1657	17122	146	обращаться,лететь,обниматься,идти,схватывать,хватать,запечатывать,начинаться,ударять,придерживать,махнуть,покачать,подходить,говорить,перешептываться,поздравлять,класть,брать,подписываться,ободряться,высовывать,продолжаться,подавать,чокаться,давать,нести,вздрагивать,смотреть,разбивать,выглядывать,ходить,схватываться,хлопнуть,исчезать,продолжать,горячиться,кланяться,взглядывать,услышать,вынимать,обнимать,хлопать,подымать,перегинать,держать,ставить,вытаращивать,становить,одевать,выпивать,наливать,пожимать,раздаваться,вбегать,приступать,швырять,пить,припевать,упираться,уходить,входить,качать,оглядываться,усмехаться,вытираться,вскакивать,рассматривать,хлопотать,помахивать,вставать,упадать,начинать,наполнять,метать,останавливаться,тащить,садиться,целоваться,бриться,бить,всплескивать,убегать,	82	0.096776077561033	0.561643835616438	0.088111044055522	9.36158192090396	0.088236860322701
Поездка в Кронштадт	1823	1824	237	1422	14712	74	идти,танцевать,бросаться,тащить,испугаться,изволить,говорить,подходить,звонить,брать,струсить,целовать,подавать,смотреть,обнимать,вынимать,возвращаться,отдавать,представлять,наливать,слушать,вбегать,перебивать,закладывать,взять,зажимать,уходить,хотеть,входить,хохотать,соединять,смеючиться,садиться,выходить,смеяться,убегать,	36	0.096655791190865	0.486486486486487	0.052039381153305	6	0.088136853849015
Последняя жертва	1877	1878	388	3859	40808	297	оставаться,гулять,закрываться,осматривать,прилегать,приседать,брать,кивать,погружаться,полагать,обнимать,кланяться,подниматься,развалиться,протягивать,доставать,бегать,вглядываться,подумать,хотеть,выговаривать,потеряться,всплескивать,бить,увидать,обращаться,идти,замечать,бросаться,испугаться,держаться,класть,ходить,отворять,возвращаться,отдавать,осматриваться,хвататься,отшатываться,взять,потупиться,висеть,предлагать,завивать,выходить,задумываться,смеяться,плакать,заглядывать,раскланиваться,сидеть,покачать,подходить,следовать,целовать,подавать,проходить,вынимать,держать,прикладывать,молчать,пожимать,вбегать,повторять,махать,хохотать,вставать,конфузиться,останавливаться,освещать,садиться,целоваться,ударять,манить,сходить,махнуть,означать,смотреть,схватиться,падать,взглядывать,делать,читать,стоять,слушать,ложиться,отходить,меблировать,уходить,входить,рассматривать,дрожать,снимать,помолчать,толкать,прийти,прятать,убегать,слагать,	99	0.094564791217408	0.333333333333333	0.076962943767816	9.94587628865979	0.086394877650167
Выбор гувернера	not specified in tei	1790	55	501	5360	30	встречаться,подходить,жать,давать,пойти,смотреть,идучивать,ужиматься,поводить,взглядывать,читать,стоять,протягивать,отходить,узнавать,уходить,входить,помолчать,кричать,вертеться,бежать,садиться,подбегать,	23	0.093470149253731	0.766666666666667	0.059880239520958	9.10909090909091	0.085480293465279
Баня	1929	1929	117	1835	20250	162	прятаться,начинаться,диктовать,свисать,напевать,говорить,отстраняться,выхватывать,приоткрываться,обнимать,жестикулировать,поставлять,разваливаться,доставать,дуть,разматывать,возиться,вскакивать,выговаривать,захлопывать,перелистывать,распахивать,идти,замечать,скидывать,бросаться,придерживать,вливаться,класть,семенить,втыкаться,сверять,преследовать,распахиваться,крутить,выскакивать,скрываться,ходить,догонять,наклоняться,хлопать,пересматривать,объяснять,подкручивать,отшатываться,светиться,гореть,ронять,отбивать,выходить,подбегать,лезть,врываться,дозваниваться,вталкивать,отмахиваться,тухнуть,подтягивать,появляться,сидеть,трусить,запаивать,свистеть,пытаться,загораться,придавливать,грузить,останавливать,прижимать,приливать,всматриваться,продолжать,показываться,отделяться,прислушиваться,пожимать,вбегать,копировать,освещаться,повторять,секретарствовать,махать,трясти,мерять,валиться,хранить,останавливаться,рвануться,кричать,пробегать,размахивать,охлаждаться,поддерживать,стучать,передавать,проборматывать,сгребать,выключать,смотреть,переходить,отстранять,похлопывать,наступать,слушать,приходить,уходить,входить,прощаться,обжигаться,оттягивать,снимать,начинать,накручивать,толкать,выбегать,отрывать,	116	0.090617283950617	0.716049382716049	0.088283378746594	15.6837606837607	0.083088068824994
Свои собаки грызутся, чужая не приставай	1861	1861	148	1262	14048	144	отворачиваться,оставаться,замечать,хватать,заглядывать,сидеть,раскланиваться,сопротивляться,подходить,говорить,класть,брать,кивать,смешивать,целовать,подавать,смотреть,глядеть,продолжать,показываться,кланяться,взглядывать,обнимать,возвращаться,отдавать,делать,читать,распечатывать,стоить,стоять,слушать,ложиться,отходить,пожимать,протягивать,доставать,пить,улыбаться,подумать,уходить,входить,переставать,хотеть,вставать,остолбенеть,конфузиться,оборачиваться,останавливаться,поправляться,раскладывать,становиться,садиться,целоваться,задумываться,прятать,оборотиться,ударять,гадать,видеть,увидать,	60	0.089834851936219	0.416666666666667	0.114104595879556	8.52702702702703	0.082429784454605
На всякого мудреца довольно простоты	1868	1868	342	2898	33012	276	приниматься,идти,обращаться,оставаться,перелистывать,замечать,записывать,потупляться,заглядывать,склонять,махнуть,подходить,нюхать,брать,звонить,кивать,привставать,класть,жать,погружаться,целовать,подписывать,заслышать,подавать,останавливать,отталкивать,давать,декламировать,переменять,глядеть,продолжать,вынимать,кланяться,обнимать,взглядывать,делать,отдавать,возвращаться,обращать,падать,читать,вскрикивать,подвигаться,оглядываться,смотреться,распечатывать,стоять,слушать,писать,отходить,чертить,подвигать,подумать,шаркать,уходить,затворять,входить,работать,держать,хотеть,рассматривать,надевать,вставать,снимать,дергать,останавливаться,оборачиваться,бежать,садиться,выходить,прятать,смеяться,шарить,заниматься,ударять,заискивать,слагать,	77	0.087786259541985	0.278985507246377	0.095238095238095	8.47368421052632	0.080701754385965
Утро молодого человека	1850	1850	60	538	6134	74	оставаться,обниматься,свистать,сидеть,махнуть,звонить,брать,класть,подавать,ходить,давать,смотреть,вынимать,возвращаться,отдавать,расставлять,читать,стоять,думать,наливать,улыбаться,уходить,махать,входить,надевать,вставать,начинать,вздыхать,садиться,задумываться,выходить,смеяться,передразнивать,	33	0.087707857841539	0.445945945945946	0.137546468401487	8.96666666666667	0.080635491606715
Горе от ума	1824	1825	251	2318	26615	170	оставаться,прятаться,играть,осматривать,говорить,передвигать,оборачивать,умолкать,жать,являться,покашливать,потягиваться,обнимать,красться,ползать,выставляться,быть,хотеть,увидеть,бить,направлять,выталкивать,обращаться,идти,обниматься,бросаться,запираться,кружиться,фортопиять,скрываться,отталкивать,исчезать,глядеть,слышать,разбредаться,возвращаться,осматриваться,уезжать,ронять,укутывать,брезжиться,оборачиваться,сталкиваться,выходить,стучаться,лезть,высовываться,виться,жаться,сидеть,подходить,просыпаться,очнуться,заигрывать,целовать,спускаться,вести,подавать,останавливать,затыкать,спать,продолжать,держать,оглядываться,спрятать,пожимать,вбегать,кочевать,зажимать,хохотать,душить,вставать,останавливаться,освещать,кричать,садиться,расходиться,искать,усаживаться,суетиться,зевать,даваться,вернуться,свешиваться,терять,гаснуть,смотреть,тушить,падать,делать,примыкать,отходить,пятиться,раскрываться,уходить,отправляться,пропадать,шаркать,входить,хлопотать,помолчать,мешаться,бежать,оправляться,видеть,	105	0.087093744129251	0.617647058823529	0.073339085418464	9.23505976095618	0.080116130370166
Юность Ломоносова	1840	1902	31	311	3595	26	обращаться,идти,плакать,сидеть,подходить,заливаться,брать,целовать,подавать,рыдать,думать,починивать,происходить,сочинять,уезжать,входить,дрожать,садиться,ударять,проезжать,ласкаться,	21	0.086509040333797	0.807692307692308	0.083601286173634	10.0322580645161	0.079621095750128
Сонный порошок или похищенная крестьянка	1798	1905	127	1206	13968	96	идти,танцевать,помогать,зевать,осматривать,сидеть,грозить,смеркаться,говорить,брать,петь,замахиваться,класть,жать,наигрывать,отказывать,сделать,останавливать,давать,просить,смотреть,отворять,спать,идучивать,вынимать,удивляться,делать,возвращаться,подражать,одевать,представлять,воздыхать,стоять,наливать,готовить,вбегать,отходить,казаться,пить,уходить,прибавляться,затворять,входить,хотеть,обмахиваться,вставать,снимать,начинать,перерывать,кричать,бежать,вздыхать,толкать,тянуть,садиться,выходить,посматривать,стучаться,видеть,	59	0.086340206185567	0.614583333333333	0.079601990049751	9.49606299212598	0.079478054567023
Предложение	1888	1889	79	522	6051	58	идти,плакать,хватать,волноваться,поглядеть,целовать,ходить,взвизгивать,стараться,трепать,обнимать,падать,показываться,пошатываться,подниматься,пожимать,хвататься,стонать,перебивать,вбегать,пить,уходить,входить,растрогать,соединять,кричать,вздыхать,дразнить,садиться,целоваться,смеяться,шевелиться,убегать,	33	0.086266732771443	0.568965517241379	0.111111111111111	6.60759493670886	0.079415791875856
Ябеда	1798	1798	332	2634	30954	210	оставаться,отпихивать,разбегаться,помогать,играть,говорить,брать,замахиваться,расставливать,забрасывать,свертывать,обнимать,подниматься,выпивать,распечатывать,писать,протягивать,поставлять,устанавливать,пить,пьянеть,хотеть,упадать,увидеть,бить,написать,выталкивать,обниматься,выносить,стихать,подсматривать,бросаться,класть,давать,нести,отворять,услышать,возвратиться,отдавать,осматриваться,уронять,припевать,взять,платить,вскотать,подставлять,ронять,оборачиваться,выходить,поливать,поцеловать,переговаривать,опрокидывать,целовать,подписывать,подавать,аккомпанировать,вынимать,держать,ставить,вбегать,происходить,повторять,зажимать,вставать,размахивать,садиться,заниматься,сбежаться,петь,смотреть,выглядывать,падать,вырывать,делать,подымать,читать,представлять,стоять,приходить,сбирать,уходить,входить,рассматривать,надевать,бежать,потрепать,попивать,видеть,передразнивать,	90	0.085094010467145	0.428571428571429	0.079726651480638	7.93373493975904	0.078420864594498
Гондла	1916	1917	85	896	10651	73	удерживать,отступать,прятаться,играть,бросаться,сидеть,вылетать,подходить,брать,петь,сцепляться,очнуться,опускаться,продолжаться,целовать,скрываться,умирать,втаскивать,закалываться,наклоняться,продолжать,показываться,обнимать,склоняться,прислушиваться,ставить,подниматься,слушать,протягивать,вбегать,переглядываться,уходить,кидать,входить,хотеть,хохотать,пробовать,надевать,освещать,кричать,прокрадываться,садиться,выходить,смеяться,втыкать,передавать,убегать,выть,	48	0.084123556473571	0.657534246575342	0.081473214285714	10.5411764705882	0.077595912358188
Чудовищи	1750	1787	88	969	11570	58	записывать,осматривать,говорить,поцеловать,гнать,вспрыскиваться,давать,смотреть,переменять,трепать,наклоняться,вынимать,кланяться,додавать,читать,смотреться,отходить,сорвать,вырываться,кланяясти,узнавать,уходить,хотеть,входить,обегать,надевать,вставать,снимать,поклониться,бежать,поворотиться,бить,противиться,ударять,видеть,	35	0.083751080380294	0.603448275862069	0.059855521155831	11.0113636363636	0.077278889863626
Благородный театр	1828	1828	360	2389	29386	197	удерживать,расписывать,идти,обниматься,замечать,прятаться,встречаться,играть,хватать,ударять,бросаться,сидеть,запыхаться,сходить,говорить,подходить,сбрасывать,приседать,тереть,подавать,останавливать,декламировать,смотреть,показываться,отворять,стараться,глядеть,продолжать,обнимать,кланяться,вынимать,выглядывать,возвращаться,суфлировать,отдавать,делать,читать,держать,лить,смотреться,представлять,поглядывать,вбегать,улыбаться,повторять,уходить,вспрыгивать,хотеть,входить,вскакивать,надевать,начинать,приставлять,становиться,кричать,пудрить,увидеть,бежать,падать,выходить,прятать,прерывать,искать,оборотиться,убегать,врываться,видеть,	67	0.081297216361533	0.34010152284264	0.082461280870657	6.63611111111111	0.075184893784422
Урок дочкам	not specified in tei	1807	145	1036	12819	90	гоняться,плакать,вязать,бросаться,сидеть,придерживать,подходить,приседать,пересаживаться,кивать,барахтаться,исполнять,давать,нести,вслушиваться,глядеть,схватить,выглядывать,показываться,падать,возвращаться,делать,откланиваться,становить,отходить,перекланиваться,уходить,входить,хотеть,почесывать,хохотать,расхаживать,увидеть,садиться,услуживать,убегать,видеть,выбиваться,	38	0.080817536469303	0.422222222222222	0.086872586872587	7.1448275862069	0.074774449657164
Богатые невесты	1875	1876	208	1976	24757	151	идти,сердиться,сходить,плакать,взволновать,прилегать,сидеть,раскланиваться,махнуть,подходить,поцеловать,говорить,погружаться,жать,целовать,подавать,ходить,смотреть,шептать,догонять,глядеть,рыдать,показываться,кланяться,взглядывать,оглядываться,делать,обнимать,падать,прислушиваться,возвращаться,одевать,слушать,пожимать,отходить,хвататься,происходить,подумать,взять,меблировать,уходить,входить,одумываться,хотеть,вставать,снимать,останавливаться,растворять,оборачиваться,подождать,поклониться,поправлять,бежать,вздыхать,садиться,выходить,задумываться,оправляться,смеяться,стучаться,посмотреть,подзывать,ударять,увидать,	64	0.079815809669992	0.423841059602649	0.076417004048583	9.5	0.073916133617626
Американцы	1788	not specified in tei	139	1125	14544	66	удерживать,разымать,бросаться,испугаться,тащить,подходить,петь,ощупывать,целовать,раздвигаться,шептать,нести,схватить,вынимать,обнимать,показываться,оглядываться,лежать,держать,представлять,оставлять,окружать,ложиться,готовить,вбегать,сороть,рассердиться,пить,вывертываться,вырываться,уходить,фолать,входить,убегать,выбегать,ласкать,дразнить,садиться,выходить,смеяться,искать,лезть,ударять,обезоруживать,встречать,видеть,	46	0.077351485148515	0.696969696969697	0.058666666666667	8.09352517985612	0.071797817346353
Чудаки	1790	1793	386	2589	33882	232	отступать,шататься,шагнуть,сходиться,грозить,говорить,приседать,оторопеть,шагать,притащить,закалываться,обнимать,кланяться,забываться,хотеть,упадать,вскакивать,становиться,увидеть,сыпаться,бить,удерживать,идти,обниматься,тащить,протягиваться,класть,озирать,отталкивать,давать,догонять,глядеть,откланиваться,приблизаться,расстегивать,топать,хвататься,приять,взять,вскотать,оборачиваться,вкопать,задумываться,шарить,смеяться,посматривать,отвести,подбегать,выходить,плакать,сидеть,трусить,искривясти,возвращать,целовать,останавливать,вынимать,держать,оглядываться,прибегать,доверять,выпадать,махать,усмехаться,вставать,останавливаться,кричать,размахивать,садиться,застанавливать,целоваться,ударять,струсить,смотреть,застегнуть,выглядывать,делать,читать,становить,обкладывать,стоять,думать,отходить,уходить,надевать,снимать,бежать,недоодевать,видеть,	89	0.076412254294316	0.383620689655172	0.08960988798764	6.70725388601036	0.070987908201037
Воздушные замки	not specified in tei	1818	123	695	9233	60	сидеть,раскланиваться,подслушивать,брать,смотреть,отворять,продолжать,падать,отдавать,читать,вскрикивать,становить,поглядывать,вбегать,уходить,примести,переставать,входить,вскакивать,ронять,рассматривать,обрадоваться,задумываться,смеяться,подбегать,потрепать,шарить,убегать,	28	0.075273475576736	0.466666666666667	0.086330935251799	5.65040650406504	0.070004029008864
Семейная картина	1847	1847	93	711	9592	102	прятаться,жаться,мигать,шить,плакать,издыхать,сидеть,подходить,говорить,двигаться,чесать,петь,брать,разодевать,заигрывать,целовать,смотреть,отдуваться,нести,продолжать,кланяться,подвигаться,прислушиваться,ставить,оставлять,наливать,вбегать,пить,меблировать,уходить,надуваться,входить,работать,хохотать,убегать,вставать,потуплять,вздыхать,садиться,целоваться,задумываться,стучать,смеяться,плевать,ударять,	45	0.074124270225188	0.441176470588235	0.143459915611814	7.64516129032258	0.069009026497137
Старый друг лучше новых двух	1860	1860	181	1627	22259	171	одеваться,шить,плакать,закрываться,взволновать,бросаться,прилегать,сидеть,грозить,подходить,приседать,нюхать,брать,петь,раздеваться,поцеловаться,откупоривать,целовать,подавать,скрываться,глядеть,вынимать,кланяться,взглядывать,лежать,возвращаться,делать,отдавать,прислушиваться,ставить,потревожить,молчать,наливать,чертить,допивать,пить,взять,уходить,входить,качать,хотеть,хохотать,нагибаться,надевать,вставать,останавливаться,вздыхать,садиться,целоваться,выходить,задумываться,гладить,отпивать,плевать,	54	0.073094029381374	0.31578947368421	0.105101413644745	8.98895027624309	0.068115213932848
Хвастун	1785	1786	356	2149	29770	134	ухватить,удерживать,идти,закрываться,пошептать,бросаться,испугаться,заткнуть,говорить,струсить,подавать,останавливать,притвориться,затыкать,приближаться,трепать,держать,кланяться,обнимать,вырывать,красться,отдавать,подражать,возвратиться,вынимать,одевать,подставить,смотреться,читать,отходить,протягивать,развертывать,рвать,зажимать,уходить,примести,входить,хотеть,хохотать,усмехаться,рассматривать,останавливаться,удаляться,обрадоваться,кричать,увидеть,перерывать,бежать,вздыхать,дразнить,толкать,смутиться,выходить,отвести,смеяться,прерывать,подхватить,примечать,видеть,любоваться,	60	0.072186765199866	0.447761194029851	0.062354583527222	6.03651685393258	0.067326670635045
Без вины виноватые	1883	1884	233	2525	34999	215	отступать,шататься,оставаться,отворачиваться,грозить,брать,раздеваться,отстраняться,чокаться,прорвать,рыдать,трепать,обнимать,кланяться,разваливаться,доставать,облупляться,пить,располагаться,хотеть,становиться,опираться,вздыхать,встречать,обращаться,идти,бросаться,держаться,класть,завертывать,складывать,коситься,скрываться,давать,отворять,глядеть,возвращаться,отдавать,сажать,окружать,топать,хвататься,окидывать,стирать,взять,оборачиваться,шарить,смеяться,задумываться,полулежать,выходить,гладить,плакать,заглядывать,склонять,сидеть,раскланиваться,подходить,поцеловать,опускаться,целовать,вести,подавать,прижимать,показываться,вынимать,оглядываться,ставить,пожимать,улыбаться,вставать,останавливаться,садиться,ласкаться,отвертываться,шить,махнуть,смотреть,падать,взглядывать,делать,обращать,читать,отходить,приходить,меблировать,уходить,входить,покрываться,снимать,помолчать,чокнуться,	92	0.072144918426241	0.427906976744186	0.085148514851485	10.8369098712446	0.067290267562094
